-0.20409094	-0.2974136	-0.15758349	0.14114667	0.32806152	0.11137834	-0.13886194	0.008691463	0.35466778	0.34664658	0.026200956	0.19540797	-0.46507543	0.09524061	0.26613867	-0.114892736
-0.5783354	-0.5267659	-0.42541248	-0.40043688	-0.07988785	-0.105645716	0.2569649	-0.13182598	0.31623518	-0.27326137	0.25561845	0.46544075	-0.7441675	-0.0728584	0.47955352	-0.19850509
0.1555062	0.19090897	0.2270662	0.34051365	0.39704683	0.2860028	-0.3149439	0.076797955	0.10283872	0.25675878	-0.11158797	0.37456623	-0.40226287	-0.18950614	0.05912614	-0.16123305
0.12249933	0.14591278	-0.040383693	0.29215175	0.3642505	-0.028745573	-0.34683058	-0.10274928	0.41024756	0.3252961	0.013640246	0.045410093	-0.26727116	-0.007350254	0.18930756	-0.14617673
-0.08794175	-0.00873133	-0.05780457	0.13922226	0.20068201	0.1911625	-0.13992544	-0.039765663	0.22871229	0.50923884	0.1242342	-0.20085593	-0.13018376	0.28386095	-0.009047712	0.24328794
0.5603111	0.6413554	0.62108344	0.6392688	0.64155614	0.48449558	-0.5947336	0.1391136	-0.19393566	0.16207044	-0.45087725	0.63426954	-0.11397792	-0.66366035	-0.24278407	-0.45911014
-0.19029912	-0.3325058	-0.192856	0.06215605	0.21526408	-0.1171628	-0.012678601	-0.033453103	0.25797272	-0.151454	-0.042374954	0.23384374	-0.34738404	-0.024396209	0.29317635	-0.1468332
-0.21399197	-0.33474296	-0.12528008	0.13613151	0.21352185	0.0925145	0.054714385	0.28190205	0.20112634	0.040059425	-0.1383243	0.15826747	-0.42180508	-0.037564248	0.19468312	-0.17009252
0.5527276	0.29220873	0.6147598	0.60938776	0.6915835	0.65005994	-0.47897694	0.42055085	-0.3393407	0.610242	-0.4413566	-0.122197166	0.3626866	-0.22733134	-0.49361682	-0.079377115
0.080957174	-0.040865257	-0.01766465	0.24717192	0.28038517	-0.019077752	-0.2835157	-0.03638819	0.2610317	-0.17711717	-0.22084592	0.38066936	-0.4427966	-0.41112104	0.29504594	-0.39419305
-0.279835	-0.6857123	-0.49798205	0.122724295	0.14273901	-0.34780592	-0.0514301	0.12238634	0.46932468	-0.5525707	-0.40267754	0.3657242	-0.457479	-0.26691526	0.56038964	-0.49982902
-0.3014364	-0.7042708	0.006234681	0.09063392	0.35443214	0.4779368	0.39226422	0.68090135	-0.22085766	0.26823774	-0.40811595	-0.17109321	-0.039525233	0.2654728	-0.19486317	0.010268767
0.14920406	-0.11022719	0.14570718	0.27112854	0.18807255	0.3463812	-0.016228445	0.14896359	0.08574032	0.7411333	0.062112376	-0.5701282	0.4122573	0.49297774	-0.31488758	0.4844018
-0.31196654	-0.31975642	-0.1960029	-0.12055017	0.063874	-0.05432028	0.06233439	-0.14114974	0.26057822	-0.055329356	0.16342334	0.26632214	-0.44325352	-0.054582544	0.23857191	-0.06471064
-0.4446804	-0.09108066	-0.34912235	-0.4811515	-0.33560956	-0.27408502	0.19389272	-0.5017213	0.46032575	0.27508116	0.4895359	-0.040228233	-0.5426278	0.1752212	0.3043795	0.41837093
-0.5624072	-0.5457486	-0.3460411	-0.4842263	-0.19837819	0.0844232	0.4714782	0.038888663	0.20093958	0.0052813636	0.18874109	0.19283172	-0.68895286	0.11103804	0.32884032	0.10598921
-0.4224382	-0.3649029	-0.14995962	-0.3819939	-0.15551917	0.23699616	0.40013373	-0.013019057	-0.02087716	0.50597775	0.3652386	-0.15550491	-0.3117983	0.38263464	-0.07053314	0.47159442
-0.07374482	0.12428388	-0.053131152	-0.086048655	0.072095685	-0.02910192	-0.13124675	-0.38442984	0.3375802	0.34895465	0.41162935	0.12171129	-0.37756318	0.014163407	0.217852	0.18783943
0.79251873	0.97107303	0.47011864	0.63828975	0.4372568	-0.32910436	-0.91394645	-1.08888	0.6128387	-0.20520367	0.05882535	0.9040422	-0.4935998	-0.9513612	0.3271649	-0.5407375
0.007394053	-0.234088	-0.14785498	0.18613777	0.08335119	-0.2225873	-0.051867977	-0.0974795	0.43336177	0.41560015	-0.08626223	-0.34801143	0.07832029	0.27762663	0.21526076	-0.028874474
0.10028155	-0.08754843	-0.08606693	0.27763233	0.27348384	-0.1845602	-0.25797617	-0.029093927	0.41372734	0.19302487	-0.1528756	-0.027807351	-0.02529536	0.031796712	0.24081632	-0.17625922
0.115048006	0.010003667	0.4242884	0.20107459	0.39627513	0.575465	-0.07628921	0.50970733	-0.39409694	-0.01930384	-0.31993774	0.4584205	-0.35647616	-0.4459733	-0.23010337	-0.26724347
-0.47846854	-0.60713327	-0.17373611	-0.36047405	0.07417583	0.42780355	0.45378023	0.50579345	-0.32908803	-0.23048672	-0.062514305	0.2797421	-0.45427045	0.024942983	-0.041828863	-0.025554594
-0.10406684	0.016241133	-0.10869462	-0.009902167	0.24012837	-0.08123101	-0.26752955	-0.03813254	0.21719734	-0.48450863	-0.18089454	0.71154	-0.6352116	-0.5368097	0.2671498	-0.45049948
-0.04455883	0.33999437	0.036140606	-0.0002563427	0.19397028	0.13010404	-0.25039512	-0.2903216	0.12891974	0.0731019	0.16151503	0.45299807	-0.52635115	-0.34095922	0.058446284	-0.0886574
0.268151	-0.26049632	0.3059373	0.46997455	0.4966988	0.47028312	-0.033135656	0.49803472	-0.23193088	0.45907804	-0.44442025	-0.2859301	0.17237556	0.14035161	-0.28424063	-0.06543275
0.18731475	0.06898861	0.1386555	0.23249401	0.31911153	0.26693952	-0.12863384	0.050412726	0.03216644	0.6409847	-0.037592847	-0.34381175	0.27209783	0.32269824	-0.2825067	0.29465765
